logFC,AveExpr,t,P.Value,adj.P.Val,B,Protein_ID,Species,Significant
0.22264736304174093,25.18393203003491,0.6659809257532,0.5237967768376133,0.8212786648748858,-7.4723200067463935,A5A614,ECOLI,FALSE
-0.11871613883248244,27.060648648759027,-0.9049948938628011,0.3886468680488244,0.7533211255451046,-7.3569005469607305,P03023;B8LFD5,ECOLI,FALSE
-0.09412733644645144,28.604723303931003,-0.9380526072791217,0.3722867368988705,0.7472866392555153,-7.326035533887836,P00722;B8LFD6,ECOLI,FALSE
0.08113169447229751,28.951267811314093,0.8004000977909742,0.4437381972523622,0.7798734566309578,-7.44836113442942,B8YM76;P00634,ECOLI,FALSE
0.11673255474480015,29.07979302568744,0.9508810165223054,0.36607418454681107,0.7445838701397076,-7.3138119404905435,P75797;D9IX93,ECOLI,FALSE
-5.602206332752804,30.89700094255183,-7.099699795554453,5.177975452701154e-5,0.003703145203069722,1.6739625515822425,O76070ups,UPS,TRUE
-0.8682090410789769,32.71328978006709,-5.658999354177621,2.903415279855536e-4,0.019424784807807686,-0.18398329336467878,P00167ups,UPS,FALSE
0.0974665084064128,34.48458712010924,0.8832250324428689,0.39969699108283085,0.7598036064853362,-7.376720756641819,P00350,ECOLI,FALSE
0.02619925003025969,31.586492917633414,0.24675797010921788,0.8105359592178414,0.943701586362057,-7.7575783380953185,P00363,ECOLI,FALSE
0.1693181411331821,30.223516912609586,1.456256600170716,0.17872013201293244,0.7208903123443854,-6.735259447362482,P00370,ECOLI,FALSE
0.2004841751509545,30.721534955976452,1.7018958181395996,0.12238729165733006,0.7208903123443854,-6.398112161932879,P00393,ECOLI,FALSE
0.05481695073980575,33.26521257001397,0.5292962176876175,0.6091837960259117,0.8618330102030974,-7.638399489215614,P00448,ECOLI,FALSE
0.1052934500274425,31.753961451207296,0.8978655257456551,0.3922414881761396,0.7572255352977503,-7.363435992502399,P00452;P00452-2,ECOLI,FALSE
0.03529675925254594,32.09200892748518,0.39566260866158814,0.7014096624024527,0.9029941898340702,-7.705238544452455,P00490,ECOLI,FALSE
0.08642863195814243,33.463631586192705,0.8512370344442916,0.4163314868308814,0.7658846365933601,-7.405103268529001,P00509,ECOLI,FALSE
-0.08506474374369333,25.862305401886925,-0.7011384440572974,0.5006360217395331,0.8091015548032294,-7.526070721213797,P00547,ECOLI,FALSE
0.19039345912808514,31.128757237698817,1.190992341010978,0.2635977072375204,0.7228363624922739,-7.061111502040417,P00550,ECOLI,FALSE
0.07286238126758704,29.714164366808365,0.6019356297780667,0.5618156361780855,0.8388246540067961,-7.594448706913905,P00561,ECOLI,FALSE
0.044585379974744654,27.912158485170973,0.26451884823918925,0.797234867536305,0.9387997100076161,-7.752586537544991,P00562,ECOLI,FALSE
